power_output_kw,hour,day_of_week,duration_mins
50.0,8,3,34.69013091666667
22.0,21,1,134.90541238333333
15.0,19,0,177.41243206666667
15.0,13,1,107.07799271666666
50.0,11,6,35.696640466666665
50.0,19,2,61.894927599999995
30.0,13,5,143.71589441666666
120.0,21,0,26.87615955
50.0,12,2,60.858973750000004
120.0,18,2,19.704155383333333
50.0,18,4,45.47927396666667
50.0,18,3,52.070739483333334
50.0,13,4,63.43483681666667
30.0,12,2,150.9581303
30.0,15,2,132.76257411666668
120.0,17,2,21.260890166666666
60.0,12,0,33.14517658333333
50.0,9,0,55.513188766666666
30.0,19,6,205.44267126666668
22.0,19,3,182.17570805
7.2,20,6,206.5068113
120.0,12,5,23.832835566666667
50.0,12,6,63.335637199999994
50.0,19,0,45.206642949999996
50.0,19,6,45.601980616666665
50.0,15,3,42.93351813333334
60.0,19,0,51.25160806666667
60.0,11,2,33.27671073333333
50.0,19,1,42.17532176666667
50.0,12,1,49.7498093
15.0,19,1,208.03380268333333
60.0,17,1,34.576878083333334
50.0,13,3,52.57235396666667
7.2,17,5,131.4306996
50.0,20,2,55.029294150000005
30.0,20,5,150.1757824
30.0,17,2,163.55935526666664
7.2,9,0,105.93251943333333
7.2,22,1,138.68191854999998
22.0,10,0,153.32887933333333
50.0,12,4,58.96935205
50.0,19,6,51.168689533333335
7.2,12,4,136.26622751666667
50.0,18,6,51.67554103333334
50.0,5,1,50.25282796666667
50.0,8,0,62.911283850000004
150.0,12,6,18.90843358333333
30.0,12,3,171.05034553333334
30.0,9,4,102.24292995
50.0,20,2,50.98776171666667
120.0,13,1,21.429860183333336
50.0,19,4,59.83749688333333
30.0,19,6,171.46208788333334
60.0,15,0,51.907167566666665
11.0,2,3,153.77179928333334
7.2,13,6,117.51430208333333
50.0,11,0,43.331152100000004
22.0,12,3,107.78174838333332
15.0,8,3,178.67423828333332
30.0,16,6,131.26143476666667
50.0,18,1,48.67872836666666
50.0,19,2,45.81844726666667
120.0,20,5,24.7846607
50.0,12,4,36.419822233333335
50.0,13,1,61.968142449999995
150.0,18,1,24.2488027
50.0,13,3,50.03875863333334
120.0,9,3,34.28653633333333
50.0,12,6,48.10125998333333
22.0,12,3,191.77368990000002
50.0,18,0,41.85044595
120.0,20,2,23.940562566666664
15.0,12,2,223.89172006666666
50.0,20,4,61.724071783333336
150.0,18,4,29.876361583333335
50.0,13,2,64.28315675
15.0,17,6,134.57312965
50.0,13,6,44.226277716666665
50.0,8,1,50.41676005
50.0,19,5,53.64214703333334
50.0,17,6,52.80804883333334
50.0,21,5,41.911599816666666
60.0,13,0,55.78374966666667
50.0,19,2,46.76972021666666
50.0,19,0,37.758231583333334
50.0,14,3,63.49263778333333
120.0,11,3,19.544042649999998
22.0,17,1,205.83690758333333
150.0,19,2,29.897001016666664
50.0,11,6,52.52541033333333
50.0,11,5,33.87308065
11.0,17,4,190.24907253333333
60.0,8,2,58.55840978333333
15.0,12,3,125.81371013333334
50.0,12,1,32.67056196666667
60.0,12,0,64.07440751666667
11.0,20,0,142.46132528333334
50.0,19,2,43.99075031666666
50.0,17,6,50.517827966666665
50.0,10,1,41.95889111666667
60.0,11,3,33.792451983333336
22.0,12,5,154.66417091666665
50.0,20,0,61.54481738333333
50.0,18,6,45.99717461666667
120.0,16,6,29.5305532
60.0,10,2,44.93121851666667
11.0,12,2,155.5302015
22.0,22,4,95.9597391
150.0,17,2,26.5573735
50.0,17,6,33.36935975
11.0,21,2,238.957035
50.0,13,5,33.06878355
120.0,11,0,15.474713533333333
50.0,9,0,59.52094158333333
11.0,15,4,173.14734566666667
30.0,11,1,186.78006553333336
7.2,19,0,118.68202191666666
150.0,18,2,25.32297175
50.0,11,6,44.9633177
50.0,13,6,57.04372345
150.0,21,3,19.901220216666665
11.0,17,0,108.52082543333333
50.0,14,2,34.32927466666667
50.0,16,1,38.04964545
7.2,17,3,209.14855195
50.0,15,6,46.372596333333334
120.0,19,6,28.607949616666666
50.0,12,0,55.47580705
11.0,16,1,142.53225268333333
50.0,13,0,63.7186485
50.0,20,4,49.580128916666666
50.0,19,1,30.64880595
11.0,16,6,94.43341568333334
60.0,18,5,59.00957686666666
50.0,10,3,37.04165213333333
11.0,20,1,187.96781455
50.0,18,1,50.29667463333333
22.0,17,5,92.95814351666667
15.0,14,0,210.19022075
15.0,21,5,209.99860961666667
15.0,16,6,224.55803636666667
50.0,19,2,33.455569849999996
22.0,17,6,183.48076046666665
50.0,13,1,33.07020343333333
120.0,17,3,34.1529178
150.0,18,5,30.49826961666667
50.0,13,1,51.235113383333335
30.0,21,2,142.92106573333334
60.0,22,3,62.95813401666667
30.0,9,2,140.6329853
50.0,20,3,64.03515023333334
60.0,11,1,31.17587513333333
60.0,16,5,46.1635452
150.0,20,6,19.826584500000003
150.0,17,4,29.07271293333333
60.0,12,4,34.566161400000006
120.0,17,1,26.355316249999998
50.0,11,3,63.871428183333336
22.0,12,3,199.14833808333333
150.0,8,1,34.6995974
50.0,17,0,52.10732235
22.0,20,2,118.09466313333334
11.0,18,0,206.71759986666666
50.0,19,2,35.87059345
15.0,17,6,102.51618348333334
120.0,14,2,30.58612645
22.0,18,5,225.41549871666666
60.0,15,5,63.28372591666667
15.0,18,6,232.32463074999998
22.0,9,2,165.72023668333335
22.0,19,0,126.40177351666667
150.0,10,4,18.16075161666667
15.0,10,5,130.6342695
50.0,19,4,40.08956831666667
50.0,17,5,58.44684598333333
50.0,19,2,38.48209493333333
50.0,22,2,57.622089466666665
50.0,11,4,47.09181626666667
50.0,13,1,45.209196883333334
30.0,10,0,148.91937019999997
7.2,20,5,139.62778356666666
50.0,20,3,61.77226063333333
22.0,18,0,100.37859623333334
50.0,12,6,37.647921966666665
30.0,13,2,226.27573556666667
50.0,12,5,37.189823749999995
60.0,20,1,45.294280283333336
50.0,18,2,48.575261633333334
50.0,17,2,48.842073066666664
60.0,20,0,52.23360051666667
50.0,17,6,53.80193048333333
50.0,15,2,36.557794433333335
30.0,20,4,184.0461707
50.0,13,3,35.24670776666667
30.0,11,0,209.07046473333332
60.0,9,5,46.95493235
11.0,20,5,189.94420045
60.0,20,3,57.97628328333334
15.0,20,3,233.5486292
50.0,18,4,34.95764746666667
60.0,21,4,56.54231073333334
120.0,14,5,27.020732950000003
50.0,14,0,31.81120955
7.2,9,0,105.69517651666666
150.0,14,1,27.4971081
22.0,12,2,187.8714703
120.0,17,6,24.046391766666666
11.0,18,4,99.62165279999999
7.2,13,0,106.83257406666667
11.0,9,3,134.87928421666666
60.0,20,6,43.213762333333335
50.0,17,2,63.2997867
60.0,12,3,37.10588586666667
150.0,12,6,23.765078983333336
22.0,9,2,97.36522248333334
30.0,22,2,227.0682141833333
50.0,13,6,40.92922505
11.0,20,6,115.33960668333334
50.0,8,6,42.478827
22.0,20,5,162.95158943333334
50.0,19,4,31.63827481666667
50.0,17,5,54.073205216666665
60.0,15,0,30.166149883333333
30.0,14,3,221.87810623333334
50.0,19,3,60.429989866666666
120.0,16,1,17.190107366666666
50.0,17,1,62.1019626
120.0,19,6,30.567736533333335
11.0,17,6,198.98773493333334
11.0,12,1,238.76817235
50.0,18,4,40.27309976666666
60.0,18,2,55.17513665
11.0,17,1,195.4405000333333
50.0,11,1,35.83325838333334
50.0,10,4,30.293957350000003
22.0,8,3,204.20465553333332
30.0,10,1,210.67983326666666
120.0,15,3,29.548141183333332
150.0,11,5,34.61856796666667
120.0,12,6,31.174515233333334
15.0,16,3,165.19641321666668
65.0,7,2,42.70635528333333
50.0,8,4,54.091878433333335
120.0,12,1,20.924011216666667
60.0,17,4,46.87246238333333
11.0,10,3,161.5339740166667
60.0,14,3,46.174247683333334
50.0,19,5,45.82895653333333
150.0,13,2,22.581457483333335
50.0,19,3,54.47496781666667
15.0,17,0,117.00620888333333
120.0,11,4,32.349027766666666
7.2,13,0,227.57307816666668
60.0,13,4,52.96912821666667
60.0,18,5,54.93061531666667
50.0,12,6,46.59711668333333
11.0,20,6,110.31114035
11.0,1,4,123.41953955000001
50.0,9,0,62.71204933333333
50.0,10,3,62.76079035
150.0,19,2,15.078097016666668
15.0,18,0,179.33951708333333
50.0,10,2,62.110913
50.0,17,0,53.01977773333333
11.0,8,4,184.38089056666666
50.0,13,2,34.917368
60.0,18,5,55.08372296666666
30.0,13,4,206.9223079
50.0,8,4,49.57435521666666
50.0,20,5,41.48733335
50.0,20,0,34.01031925
30.0,13,4,194.40177938333332
30.0,11,6,205.5621260833333
11.0,13,0,105.39709258333333
60.0,16,6,62.96363525
15.0,17,0,192.32807173333333
15.0,8,4,90.36460016666666
50.0,14,0,63.8709708
50.0,18,0,34.3880973
50.0,20,4,47.6621786
11.0,12,3,105.81002778333333
50.0,12,0,44.92074396666667
15.0,19,5,99.05182458333334
50.0,19,4,64.07816738333334
11.0,19,3,223.46369676666666
120.0,13,2,29.728911966666665
30.0,18,2,165.04861951666666
30.0,18,1,104.17364436666666
22.0,18,5,144.72023851666665
50.0,11,3,35.29055863333333
150.0,11,6,21.107071933333334
60.0,13,1,31.286982666666667
15.0,8,4,217.77006211666668
50.0,19,1,37.851055216666666
7.2,11,4,229.70225106666666
50.0,13,2,42.98917960000001
30.0,18,6,200.66274005
50.0,10,6,36.212562850000005
120.0,12,0,21.880680466666668
50.0,11,0,32.292694383333334
50.0,8,3,44.77964321666666
50.0,21,3,31.168301516666666
150.0,9,2,19.637702416666666
50.0,13,6,42.46269171666667
15.0,8,5,222.63778259999998
50.0,12,3,47.25130925
7.2,20,2,231.75373091666668
60.0,21,5,58.02562943333333
30.0,20,6,164.76217613333336
22.0,20,3,147.75659291666668
60.0,10,5,34.112558766666666
30.0,15,4,98.68661234999999
30.0,13,1,179.3545107666667
50.0,11,1,38.53667278333333
60.0,19,2,38.859141799999996
15.0,19,4,239.1536681833333
50.0,10,2,52.90734993333333
50.0,12,3,59.45235105
50.0,13,3,48.39260513333333
22.0,21,4,213.72411236666667
50.0,12,4,39.2108681
30.0,9,2,126.35047391666667
60.0,17,4,55.15436736666666
150.0,13,2,16.003911966666667
120.0,20,6,31.866888133333337
7.2,17,1,222.84650543333333
15.0,12,6,214.30063948333333
11.0,9,4,128.50027611666667
30.0,13,1,145.36410096666665
30.0,21,2,108.5788485
60.0,18,3,52.76949846666666
50.0,19,1,31.600926483333335
120.0,19,5,31.1681727
15.0,18,4,222.43166463333333
22.0,20,6,148.08154935
60.0,11,5,52.75374193333334
11.0,21,5,138.09624991666666
7.2,19,5,210.14628995
50.0,12,4,46.548766816666664
50.0,12,5,37.763982283333334
50.0,10,0,60.70926465
50.0,18,4,47.487561166666666
30.0,19,0,168.5457112166667
60.0,13,3,30.8133091
50.0,20,2,44.576702866666665
50.0,21,5,38.44237458333334
120.0,11,4,19.520635716666668
120.0,12,2,30.764967266666666
11.0,19,6,127.93265531666665
7.2,21,1,209.90650939999998
50.0,17,6,41.89561856666667
30.0,21,5,239.09219118333334
60.0,17,4,41.07496183333333
50.0,19,6,42.076783549999995
11.0,9,3,182.04130825
7.2,16,3,187.59843478333332
150.0,12,5,30.8829622
15.0,21,2,109.50028586666667
7.2,22,6,227.1720698
30.0,20,5,189.77131136666668
7.2,8,4,224.62124018333333
150.0,20,4,18.270374183333335
150.0,11,5,31.573574266666665
50.0,18,4,51.67342073333334
60.0,19,1,30.095018033333336
11.0,17,6,185.24178753333334
30.0,17,6,175.15718571666667
150.0,13,1,18.74792113333333
50.0,8,6,52.48962100000001
50.0,11,2,50.79494828333333
50.0,20,3,61.23886688333334
150.0,20,5,15.669636016666667
7.2,12,4,215.2590952
150.0,17,0,25.91333385
22.0,18,1,92.85075568333333
50.0,11,0,32.117059516666664
120.0,12,1,29.7222086
30.0,10,2,113.77985898333333
150.0,20,6,31.978213866666668
50.0,19,6,41.16863408333334
7.2,17,3,106.9394171
22.0,17,6,168.84140928333332
120.0,17,6,15.48612115
7.2,17,4,217.08817953333335
50.0,19,4,34.62163821666666
11.0,12,6,174.51974658333333
50.0,17,1,47.88049355
50.0,18,0,46.15168926666667
30.0,19,4,207.44921618333333
50.0,19,1,62.10862933333333
30.0,13,2,118.23113306666667
150.0,19,2,18.272687466666664
120.0,18,2,22.123643383333334
22.0,11,6,169.51250805
50.0,11,4,64.23943663333334
50.0,10,2,35.85897035
65.0,17,2,51.95435503333333
11.0,12,3,156.78513161666666
22.0,8,4,144.88625034999998
50.0,4,6,37.056595099999996
15.0,19,4,228.87619718333332
7.2,11,0,113.97962743333332
120.0,10,1,21.334035133333334
60.0,14,4,38.936314466666666
50.0,19,1,49.915386633333334
120.0,20,0,25.71446135
50.0,22,1,45.33554498333333
22.0,19,5,183.69682385
22.0,12,5,168.50563904999998
50.0,18,2,43.547319333333334
65.0,11,0,33.77928696666667
22.0,18,5,181.6245657166667
60.0,18,5,37.0604453
30.0,18,6,148.29793518333332
50.0,13,4,51.054930633333335
50.0,18,5,33.72091846666667
50.0,17,4,48.694910400000005
30.0,12,2,101.43851693333333
11.0,15,6,185.58964385
15.0,13,2,222.63503191666666
7.2,10,4,158.24418121666668
30.0,14,3,233.60274263333335
50.0,19,2,55.27066203333333
22.0,18,3,217.79583261666667
50.0,19,1,38.503181049999995
11.0,18,2,205.03134221666667
50.0,13,4,50.48970798333333
50.0,18,3,36.2931119
150.0,13,2,22.725125266666666
30.0,12,6,147.11696376666666
50.0,12,3,45.90899875
60.0,12,2,37.49024315
50.0,8,2,46.614502949999995
120.0,17,6,16.998472833333334
50.0,21,1,61.02302918333333
60.0,13,3,39.27634603333333
50.0,8,0,57.07468516666667
11.0,12,3,184.34937416666668
15.0,12,3,178.38483323333332
22.0,17,2,181.62850388333334
50.0,12,4,38.740381250000006
60.0,13,3,31.141105533333334
50.0,13,0,50.672526016666666
50.0,20,1,30.498939133333334
30.0,21,4,239.78459648333333
11.0,8,2,113.20259511666667
7.2,19,5,212.40618088333335
50.0,13,6,33.355756066666665
120.0,13,4,22.109856083333334
30.0,17,5,134.00958226666665
50.0,13,2,53.42771033333334
65.0,13,1,42.04777918333333
50.0,22,3,34.768104900000004
50.0,8,3,62.8722519
60.0,19,4,46.46150911666667
50.0,15,0,30.9694285
120.0,12,0,28.795739299999997
150.0,12,0,16.992682883333334
15.0,13,3,112.61214079999999
11.0,14,3,224.48782328333334
50.0,20,4,51.438349366666664
60.0,19,3,56.78651475
120.0,17,0,31.058287783333334
60.0,8,5,62.838582933333335
50.0,9,5,46.043020299999995
50.0,11,5,45.766551166666666
50.0,19,2,31.48284196666667
22.0,9,5,141.30090141666668
50.0,18,4,44.7479763
60.0,18,2,58.061749166666665
50.0,13,4,56.590513933333334
120.0,12,5,19.81540408333333
50.0,19,6,48.32989835
15.0,8,5,101.0076797
30.0,8,2,99.75602269999999
50.0,15,4,35.096897
120.0,21,4,31.226748316666665
50.0,9,0,59.39463958333333
11.0,17,4,222.96152451666666
11.0,12,4,234.64001323333332
150.0,14,3,33.42916041666667
50.0,13,2,45.407627033333334
60.0,11,4,58.648369949999996
7.2,14,6,90.15586263333333
60.0,20,5,39.30514295
30.0,19,6,171.13941383333335
50.0,9,4,55.835579233333334
30.0,14,6,92.95975324999999
30.0,22,3,203.32355776666665
50.0,22,2,61.92097163333334
50.0,15,5,31.94258593333333
120.0,17,1,16.287801366666667
50.0,18,6,37.078965499999995
30.0,12,2,226.9629886
22.0,20,1,194.74522435
60.0,21,6,49.219024383333334
50.0,21,0,49.245474599999994
50.0,9,2,49.093911000000006
30.0,18,4,233.49068475
15.0,18,2,187.97386611666667
150.0,13,4,28.370512066666667
22.0,20,4,214.8599659333333
11.0,8,5,154.62999053333334
50.0,11,1,64.56654698333334
60.0,14,1,51.680744
50.0,12,6,44.719094133333336
22.0,20,1,191.57384498333334
22.0,11,6,166.96394768333332
60.0,8,5,41.356010149999996
7.2,18,2,105.1465698
50.0,16,5,53.21069113333333
50.0,20,5,48.06926763333333
120.0,9,4,20.276780816666665
50.0,12,4,50.039898099999995
11.0,18,4,137.15380754999998
30.0,20,1,191.68327563333332
22.0,10,2,182.71911601666667
50.0,9,6,55.12074818333333
50.0,17,6,36.90389255
60.0,12,3,48.50161573333333
50.0,20,0,45.3354058
22.0,13,3,98.29046983333333
150.0,8,3,33.46203143333334
50.0,13,1,64.6960519
50.0,12,2,49.94045096666667
30.0,17,1,229.76554251666667
150.0,17,3,28.740794349999998
50.0,19,5,50.57915471666667
22.0,13,5,206.77738558333334
60.0,20,4,53.85494885
60.0,16,3,30.49212848333333
50.0,15,1,58.49744145
50.0,14,1,38.6291658
22.0,9,2,139.39644726666666
30.0,19,5,100.27443568333334
15.0,10,5,139.44243833333334
50.0,20,1,57.954680966666665
50.0,11,6,53.88664681666667
50.0,20,3,63.727867100000005
15.0,17,3,116.05863168333333
30.0,17,1,213.9051059
50.0,21,4,39.549827449999995
50.0,16,6,48.9525707
50.0,9,2,47.016719716666664
50.0,19,0,45.30269826666667
65.0,13,2,61.39834451666666
7.2,9,1,124.71968478333334
30.0,11,3,103.20611733333334
30.0,14,1,147.32635061666667
50.0,1,4,55.87505631666667
50.0,21,6,32.126110016666665
120.0,17,2,18.136202883333333
150.0,20,5,23.892887299999998
50.0,13,4,34.94215093333333
30.0,17,2,222.20056325
50.0,11,5,55.09622336666666
7.2,20,4,154.26161181666666
50.0,22,3,47.48317108333333
50.0,12,1,58.59556245
50.0,18,6,59.259482883333334
22.0,17,3,171.41763501666668
60.0,13,4,33.14316138333333
150.0,17,3,26.739217083333333
120.0,9,0,25.474362766666665
50.0,18,5,38.49598146666666
15.0,19,5,126.85280056666667
15.0,8,4,141.10645516666668
11.0,14,2,142.1135973
50.0,20,2,58.60121896666667
50.0,19,5,46.316815649999995
22.0,13,1,209.58204253333332
120.0,18,1,34.41379455
60.0,20,0,33.3939698
60.0,19,1,39.45940615
50.0,13,0,59.27265655
11.0,22,5,135.49321626666668
22.0,19,5,111.58904165
7.2,18,5,148.26096635000002
120.0,17,3,34.9177018
150.0,11,5,16.47751025
22.0,19,5,100.3642178
150.0,9,3,34.72072996666667
60.0,8,0,61.144049216666666
150.0,21,0,23.78208933333333
150.0,12,0,28.15547228333333
50.0,18,5,58.06861496666667
50.0,21,2,47.4869542
150.0,19,5,31.77598073333333
22.0,20,4,195.91639311666668
50.0,18,0,44.02169685
30.0,12,6,94.74696081666666
50.0,20,4,46.295649616666665
15.0,12,1,138.95374636666665
50.0,20,5,59.44464523333333
50.0,19,1,57.15237355
30.0,18,0,118.3044974
15.0,19,5,128.59154813333333
60.0,8,4,49.011996950000004
50.0,9,2,37.523364900000004
50.0,10,6,53.34623673333333
15.0,13,2,113.85738945
15.0,13,3,147.57417124999998
22.0,13,0,236.54103488333334
50.0,19,6,61.40987198333333
50.0,13,1,45.976926533333334
30.0,14,0,216.56814851666667
50.0,13,5,30.095464383333333
60.0,18,1,59.601243
50.0,18,3,48.71805965
50.0,14,4,34.44834971666667
50.0,8,5,58.0576321
60.0,12,1,33.32356286666667
150.0,21,1,22.94762855
50.0,17,6,43.14509903333333
50.0,20,3,39.15344795
50.0,13,0,48.996105166666666
120.0,19,6,32.40286111666667
60.0,13,6,57.42824816666667
120.0,12,4,27.877472633333333
30.0,16,0,102.95835468333333
50.0,14,5,56.697881599999995
60.0,21,6,50.29962498333334
15.0,11,4,188.65328065
50.0,20,5,45.613771033333336
15.0,11,1,93.75984055
50.0,17,0,64.85551291666667
150.0,9,6,22.869088366666666
120.0,21,1,23.67379575
50.0,19,1,34.94849775
150.0,13,3,33.61290565
22.0,12,4,131.94599811666666
50.0,19,3,47.58716186666666
60.0,11,2,56.0416508
30.0,20,0,169.42330404999998
60.0,20,6,47.896355983333336
30.0,17,6,153.38809233333333
120.0,19,3,30.906339733333333
60.0,8,5,59.86340993333333
50.0,10,6,33.262112333333334
50.0,21,4,36.4592181
120.0,19,0,34.56060273333333
150.0,18,3,32.30511523333333
30.0,11,3,216.73458691666667
7.2,12,4,163.70962444999998
30.0,19,0,222.7359517
120.0,12,1,19.783180016666666
50.0,16,0,46.38832983333334
30.0,8,3,152.98341003333334
22.0,16,4,156.78001111666666
50.0,14,3,47.896410583333335
50.0,11,3,45.13936596666667
50.0,20,6,62.741762699999995
11.0,8,5,140.65398480000002
15.0,12,5,177.49191825
22.0,14,0,133.36091625
30.0,17,4,182.36292718333334
22.0,18,2,118.25107958333334
50.0,11,5,30.499206883333333
30.0,19,6,110.7347602
60.0,19,6,30.535742083333332
30.0,17,3,93.72182765
150.0,19,1,33.87456183333333
11.0,19,1,121.75890115
60.0,11,0,36.8889026
50.0,20,5,40.70222008333334
50.0,14,3,34.1870105
50.0,15,0,48.473975483333334
120.0,18,3,28.741322183333335
50.0,12,1,58.75688136666667
50.0,12,3,31.762550816666664
50.0,12,5,45.43561881666667
60.0,17,5,46.89724185
60.0,10,6,51.69198853333333
15.0,13,6,234.2766778666667
120.0,8,4,15.25247255
50.0,18,5,62.6217835
50.0,17,1,57.85696728333333
120.0,13,1,16.487613683333333
50.0,13,0,31.378809983333333
30.0,12,1,163.57995208333332
30.0,11,4,114.15769836666666
50.0,12,3,30.014164816666668
50.0,19,0,63.37534
50.0,18,0,48.662753683333335
150.0,12,6,18.364794116666666
50.0,12,5,43.886879
11.0,16,0,152.90576316666665
50.0,10,0,43.378274133333335
50.0,20,5,39.773218283333335
15.0,20,0,191.5119605666667
30.0,13,0,162.78316033333334
50.0,12,3,63.8766722
60.0,20,0,44.345057966666666
11.0,12,3,125.77260055
7.2,18,2,172.46948695
50.0,20,2,55.41948981666667
50.0,19,1,50.5068352
22.0,19,2,113.76345093333333
11.0,18,3,101.57368341666667
30.0,18,0,191.19824156666667
50.0,18,4,42.99136733333333
7.2,13,3,200.60849713333334
150.0,1,6,15.801769866666666
22.0,19,3,175.15924778333334
11.0,9,1,131.30769064999998
150.0,8,6,30.158521150000002
50.0,20,6,42.30237645
120.0,13,0,24.218557083333334
50.0,10,2,60.1630036
50.0,18,5,47.69021693333333
50.0,10,0,48.06030041666667
60.0,12,6,51.92371501666666
150.0,21,4,22.722240483333334
15.0,17,4,131.44297893333334
11.0,16,2,185.28977410000002
50.0,18,5,32.46684658333333
50.0,9,3,51.933058550000005
11.0,12,1,102.20359948333333
50.0,17,2,50.94589953333333
22.0,8,3,153.37406826666665
50.0,11,1,55.05342373333334
11.0,9,2,102.88365998333333
11.0,9,0,149.64272758333334
11.0,20,6,179.78603611666668
30.0,15,0,174.9823747
50.0,8,0,35.94866003333333
22.0,10,3,194.70845196666667
50.0,16,6,45.3723139
50.0,18,2,42.04646215
15.0,8,3,226.74234535
150.0,18,6,32.10666806666667
60.0,19,4,53.539810116666665
60.0,17,2,43.29262851666667
11.0,18,6,198.09927563333335
50.0,11,1,56.55961023333334
50.0,19,6,58.63094801666667
11.0,10,2,103.22889985
11.0,19,3,106.91843273333333
30.0,12,1,133.20943953333332
150.0,20,3,25.6596637
60.0,17,5,57.177912983333336
30.0,11,6,181.23988201666668
7.2,8,1,228.5432050166667
7.2,19,4,173.61235081666666
120.0,22,5,16.346713883333333
50.0,13,5,33.28619981666667
150.0,10,5,24.33632265
50.0,10,3,40.1628137
30.0,17,0,198.16762665
50.0,19,3,57.77360718333333
30.0,8,1,152.63987966666667
11.0,18,5,137.16853236666665
150.0,5,0,20.568710483333334
50.0,19,2,62.96390891666667
30.0,8,1,161.8315784
30.0,17,2,151.04705276666667
150.0,19,4,16.467907116666666
60.0,17,0,44.1350127
15.0,17,6,154.74773406666665
7.2,19,0,223.0589282
30.0,12,0,94.67132561666668
60.0,19,1,40.28308353333333
60.0,19,5,46.20320315
30.0,17,4,176.46605818333333
120.0,17,6,16.417339133333332
50.0,11,5,54.50941015
30.0,18,0,191.52757276666668
50.0,13,6,42.26419096666667
22.0,12,6,179.91997435
11.0,14,6,112.11663404999999
60.0,17,3,35.836315666666664
150.0,11,4,23.931979266666666
11.0,12,4,188.81151728333333
11.0,18,6,234.11281416666668
50.0,12,6,46.65674671666667
11.0,10,4,125.25632435000001
60.0,18,4,49.991898066666664
50.0,10,6,44.5159752
50.0,19,1,64.71616076666666
50.0,14,2,38.18503081666667
11.0,19,2,236.5673551666667
60.0,19,0,31.668298783333334
50.0,9,1,44.2812973
22.0,18,5,224.74228353333334
50.0,12,0,31.509525666666665
50.0,12,6,33.55981703333334
50.0,20,4,54.7741406
11.0,17,1,160.41210603333332
50.0,18,2,53.374347400000005
30.0,19,1,183.24700338333332
30.0,17,1,97.52150028333334
60.0,22,4,41.30292118333333
50.0,19,4,58.583158983333334
30.0,17,5,198.85290965000002
50.0,11,2,43.97153541666667
120.0,13,1,18.12544525
50.0,18,5,62.1608126
22.0,22,0,109.59954214999999
120.0,9,2,30.832069666666666
50.0,11,3,31.415476133333335
50.0,13,4,64.6279801
11.0,17,3,121.99141719999999
30.0,18,4,200.94662803333333
30.0,8,6,169.00939218333332
50.0,18,3,51.45896753333333
15.0,8,5,134.63247535
60.0,18,6,53.42684438333333
50.0,18,1,51.28611256666667
7.2,17,0,208.085611
15.0,22,2,120.65215833333333
50.0,12,0,45.51332756666667
150.0,10,6,15.166645616666667
7.2,19,1,196.82433598333333
30.0,20,4,237.85802535
50.0,17,5,61.09246695
11.0,22,4,220.71287908333335
30.0,18,2,124.43691086666666
60.0,18,2,58.09727051666667
120.0,10,5,28.399948583333334
50.0,17,0,53.075641716666674
50.0,13,6,30.73344216666667
60.0,12,0,45.85113666666667
11.0,17,1,191.39834893333332
50.0,19,3,38.325112383333334
60.0,11,0,58.03906486666666
7.2,19,2,101.3735272
50.0,17,2,63.46104501666667
50.0,17,4,36.509406616666666
60.0,11,0,39.34947855
60.0,19,6,56.15139981666667
120.0,18,5,29.240363533333333
50.0,19,4,56.657835633333335
30.0,18,2,235.40669841666667
150.0,13,3,15.396859833333334
30.0,18,1,213.63085936666667
22.0,20,2,138.2400416
50.0,17,0,40.90615495
50.0,8,5,38.26706571666667
50.0,15,0,34.78696835
50.0,19,3,45.568801183333335
150.0,19,2,33.70635028333333
60.0,12,2,54.76505015
60.0,20,1,46.285667716666666
50.0,18,3,32.458092533333335
50.0,19,2,38.15472236666667
120.0,9,5,19.781317983333334
120.0,17,6,26.564119316666666
30.0,16,0,133.61868385
50.0,8,3,44.40211935
50.0,8,6,35.22219485
30.0,19,4,179.91452933333332
50.0,20,6,50.6398883
150.0,17,2,30.427334733333332
150.0,12,6,32.99608191666667
7.2,17,3,222.31729168333334
22.0,12,6,237.79463241666664
60.0,11,4,58.50251996666667
120.0,19,4,31.250114283333335
120.0,12,6,16.047588016666666
7.2,19,3,142.22154351666669
50.0,10,1,47.51409071666667
30.0,8,6,229.20016589999997
50.0,10,1,53.369409499999996
50.0,10,1,45.32858343333333
22.0,19,0,147.53518885
30.0,13,0,204.71013713333332
50.0,11,6,46.549614883333334
11.0,17,1,105.68307191666666
50.0,18,2,31.76053535
50.0,11,1,60.76335433333334
15.0,13,1,92.60663923333333
30.0,17,2,163.4587336666667
50.0,17,1,58.84603765
11.0,16,6,160.81971460000003
50.0,19,3,59.80583453333334
50.0,14,0,42.54828678333333
60.0,19,5,40.39133436666667
50.0,17,2,57.39075585
15.0,20,2,95.52255051666666
22.0,17,2,222.06619928333333
50.0,22,1,49.07318896666666
30.0,13,1,113.29027908333335
50.0,17,2,56.25053628333333
11.0,17,3,101.56772810000001
50.0,20,0,30.4385088
50.0,19,0,58.42609073333333
60.0,10,1,45.77931496666667
50.0,18,2,31.2193507
50.0,9,1,54.09326115
120.0,11,1,33.093446666666665
50.0,18,3,62.55221538333333
7.2,18,5,191.15248073333333
50.0,18,2,54.326909433333334
50.0,18,2,58.34876075
15.0,17,4,91.47168815
50.0,12,5,35.58635615
150.0,9,2,29.167045583333334
15.0,12,3,118.01979741666668
120.0,21,6,17.898990616666666
15.0,9,0,101.95100049999999
